unit_id,doc_index,doc_name,doc_statement,doc_ground_truth_abc_label,doc_ground_truth_politifact_label,doc_source,doc_correctness_value,doc_neutrality_value,doc_comprehensibility_value,doc_precision_value,doc_completeness_value,doc_speaker's-trustworthiness_value,doc_informativeness_value,doc_overall-truthfulness_value,doc_confidence_value
unit_113,0,DEM_TRUE_doc7,In Cuyahoga County56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population,,true,politifact,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2,1.0
unit_113,1,REP_FALSE_doc7,Scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research It has not been with embryonic,,false,politifact,-2.0,-2.0,2.0,1.0,1.0,-1.0,1.0,-1,1.0
unit_113,3,REP_BARELYTRUE_doc7,The stimulus bill promised to keep unemployment under 8,,barely-true,politifact,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1.0
unit_113,4,DEM_LIE_doc7,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,,pants-on-fire,politifact,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1.0
unit_113,6,REP_HALFTRUE_doc7,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee,,half-true,politifact,0.0,-2.0,1.0,1.0,1.0,-1.0,1.0,0,-2.0
unit_113,7,DEM_MOSTLYTRUE_doc7,More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life,,mostly-true,politifact,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1.0
unit_113,8,Liberal_Negative_doc5,Christopher Pyne says independent public schools are improving student outcomes in Western Australia,negative,,abc,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,-1.0
unit_113,9,Labor_Positive_doc8,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,positive,,abc,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0,-2.0
unit_113,10,Labor_In_Between_doc9,Katy Gallagher says the ACTs marriage equality laws can operate concurrently with the federal Marriage Act,in-between,,abc,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1,-1.0
unit_115,0,REP_FALSE_doc7,Scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research It has not been with embryonic,,false,politifact,-1.0,-2.0,1.0,-2.0,-2.0,0.0,-2.0,0,-2.0
unit_115,1,REP_BARELYTRUE_doc7,The stimulus bill promised to keep unemployment under 8,,barely-true,politifact,1.0,-2.0,1.0,-2.0,-2.0,0.0,-2.0,0,-2.0
unit_115,3,DEM_TRUE_doc7,In Cuyahoga County56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population,,true,politifact,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0.0
unit_115,4,DEM_MOSTLYTRUE_doc7,More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life,,mostly-true,politifact,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2,-1.0
unit_115,6,REP_HALFTRUE_doc7,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee,,half-true,politifact,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,-2.0
unit_115,7,DEM_LIE_doc7,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,,pants-on-fire,politifact,0.0,-2.0,2.0,2.0,1.0,1.0,1.0,0,0.0
unit_115,8,Labor_Positive_doc8,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,positive,,abc,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,0,-2.0
unit_115,9,Liberal_Negative_doc5,Christopher Pyne says independent public schools are improving student outcomes in Western Australia,negative,,abc,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,-2.0
unit_115,10,Labor_In_Between_doc9,Katy Gallagher says the ACTs marriage equality laws can operate concurrently with the federal Marriage Act,in-between,,abc,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,-2.0
unit_117,0,DEM_LIE_doc7,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,,pants-on-fire,politifact,-2.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,-2,0.0
unit_117,1,DEM_TRUE_doc7,In Cuyahoga County56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population,,true,politifact,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2,0.0
unit_117,2,DEM_MOSTLYTRUE_doc7,More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life,,mostly-true,politifact,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1,0.0
unit_117,3,REP_FALSE_doc7,Scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research It has not been with embryonic,,false,politifact,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,0.0,-1,2.0
unit_117,5,REP_HALFTRUE_doc7,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee,,half-true,politifact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
unit_117,7,REP_BARELYTRUE_doc7,The stimulus bill promised to keep unemployment under 8,,barely-true,politifact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0.0
unit_117,8,Labor_Positive_doc8,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,positive,,abc,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0.0
unit_117,9,Labor_In_Between_doc9,Katy Gallagher says the ACTs marriage equality laws can operate concurrently with the federal Marriage Act,in-between,,abc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
unit_117,10,Liberal_Negative_doc5,Christopher Pyne says independent public schools are improving student outcomes in Western Australia,negative,,abc,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1,0.0
unit_119,0,REP_HALFTRUE_doc7,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee,,half-true,politifact,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,2.0
unit_119,1,DEM_TRUE_doc7,In Cuyahoga County56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population,,true,politifact,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,2.0
unit_119,2,DEM_LIE_doc7,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,,pants-on-fire,politifact,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,2.0
unit_119,3,DEM_MOSTLYTRUE_doc7,More than one in five of veterans aged 20 to 24 cant find a job to support their family or to ease the transition to civilian life,,mostly-true,politifact,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,2.0
unit_119,5,REP_BARELYTRUE_doc7,The stimulus bill promised to keep unemployment under 8,,barely-true,politifact,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1,2.0
unit_119,7,REP_FALSE_doc7,Scientists have shown us that the greater possibilities the real science movement has been with adult stem cell research It has not been with embryonic,,false,politifact,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2,1.0
unit_119,8,Labor_In_Between_doc9,Katy Gallagher says the ACTs marriage equality laws can operate concurrently with the federal Marriage Act,in-between,,abc,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2,1.0
unit_119,9,Labor_Positive_doc8,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,positive,,abc,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2,1.0
unit_119,10,Liberal_Negative_doc5,Christopher Pyne says independent public schools are improving student outcomes in Western Australia,negative,,abc,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2,1.0
unit_121,0,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,0.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,0,1.0
unit_121,1,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1,1.0
unit_121,2,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,1.0,0.0,0.0,-1.0,2.0,1.0,1.0,1,1.0
unit_121,3,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1,1.0
unit_121,4,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1,1.0
unit_121,5,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2.0
unit_121,6,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1,1.0
unit_121,7,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2,1.0
unit_121,10,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,2.0,1.0,-1.0,2.0,1.0,1.0,-2.0,2,2.0
unit_123,0,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1,0.0
unit_123,2,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1,1.0
unit_123,3,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_123,4,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_123,6,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
unit_123,7,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
unit_123,8,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_123,9,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_123,10,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0
unit_125,0,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-1.0,-1,-1.0
unit_125,1,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1,1.0
unit_125,2,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,0.0,-1.0,2.0,1.0,0.0,0.0,-1.0,0,-1.0
unit_125,4,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0,-2.0
unit_125,6,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0,-2.0
unit_125,7,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,-2.0,0.0,1.0,1.0,-1.0,0.0,0.0,-2,-2.0
unit_125,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1,-2.0
unit_125,9,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,-1,-1.0
unit_125,10,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,-2.0,0.0,1.0,1.0,-2.0,0.0,-1.0,-2,-1.0
unit_127,1,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,-1.0,-2.0,1.0,-2.0,-2.0,-2.0,-1.0,-1,0.0
unit_127,2,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,0.0,1.0,-1.0,-2.0,-2.0,0.0,-2.0,0,1.0
unit_127,3,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,-1.0,0.0,1.0,2.0,2.0,2.0,1.0,-1,-2.0
unit_127,4,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,-1,-2.0
unit_127,6,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,2.0,2.0,-1.0,-1.0,-1.0,1.0,0,-1.0
unit_127,7,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,0.0,2.0,2.0,-1.0,-2.0,2.0,1.0,2,1.0
unit_127,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,0,-2.0
unit_127,9,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,0.0,0.0,1.0,1.0,-2.0,-1.0,-1.0,0,-2.0
unit_127,10,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,0.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,0,-2.0
unit_129,0,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-1,-1.0
unit_129,3,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-2.0,0.0,0.0,0.0,2.0,-1.0,1.0,0,2.0
unit_129,4,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,-2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0
unit_129,5,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,-2.0,1.0,-1.0,2.0,-2.0,0.0,2.0,-1,0.0
unit_129,6,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,-2.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-1,1.0
unit_129,7,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,-2.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-1,1.0
unit_129,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,-2.0,0.0,2.0,-2.0,0.0,0.0,2.0,-1,1.0
unit_129,9,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,-2.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-1,1.0
unit_129,10,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,-2.0,0.0,2.0,-1.0,1.0,-2.0,0.0,-1,1.0
unit_131,0,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0
unit_131,1,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
unit_131,2,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
unit_131,4,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_131,5,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
unit_131,7,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
unit_131,8,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,0.0
unit_131,9,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0
unit_131,10,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.0
unit_133,1,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2,0.0
unit_133,3,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0,-1.0
unit_133,4,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,-1.0
unit_133,5,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,-1.0
unit_133,6,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1,1.0
unit_133,7,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,-1.0
unit_133,8,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1.0
unit_133,9,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1.0
unit_133,10,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1,1.0
unit_135,0,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1,1.0
unit_135,1,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2,1.0
unit_135,3,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1,1.0
unit_135,4,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-2.0,-2.0,-2.0,-2.0,-1.0,2.0,2.0,-1,-2.0
unit_135,6,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2,-2.0
unit_135,7,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-2,1.0
unit_135,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1,1.0
unit_135,9,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1,1.0
unit_135,10,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0
unit_137,0,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,-1.0,-1.0,1.0,0.0,-1.0,-2.0,-2.0,-2,2.0
unit_137,1,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,0.0,1.0,2.0,1.0,0.0,-1.0,1.0,0,1.0
unit_137,2,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0
unit_137,3,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,1.0
unit_137,4,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-1.0,-2.0,1.0,-1.0,-1.0,-1.0,0.0,0,0.0
unit_137,7,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,0,-1.0
unit_137,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0,-2.0
unit_137,9,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0,-2.0
unit_137,10,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0,-2.0
unit_139,1,REP_TRUE_doc2,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance,,true,politifact,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1,0.0
unit_139,2,DEM_FALSE_doc2,I represent the fourthpoorest congressional district in the nation,,false,politifact,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0
unit_139,3,DEM_MOSTLYTRUE_doc2,Since 2009 weve cut homelessness among veterans by a third,,mostly-true,politifact,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2,2.0
unit_139,4,DEM_HALFTRUE_doc2,The state budget has actually grown by 46 billion under Gov Scott Walkers actions,,half-true,politifact,1.0,-1.0,2.0,0.0,0.0,0.0,1.0,1,1.0
unit_139,5,REP_BARELYTRUE_doc2,The expiration of the Bushera tax cutswould be the biggest tax increase in the history of the country about 46 trillion over 10 years,,barely-true,politifact,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0,-1.0
unit_139,6,REP_LIE_doc2,Says the congressional ethics investigation against him was conducted by a very partisan political committee in a way that related more to the politics of the Democratic Party than to ethics,,pants-on-fire,politifact,-1.0,-1.0,1.0,0.0,-1.0,-1.0,0.0,-1,-1.0
unit_139,8,Labor_Positive_doc7,Chris Bowen says Joe Hockey has doubled the deficit by changes to Government spending and changes to Government assumptions,positive,,abc,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1,1.0
unit_139,9,Labor_Negative_doc6,Tanya Plibersek says the last time there was only one woman in Cabinet was 1976,negative,,abc,-2.0,0.0,1.0,-1.0,0.0,0.0,1.0,-2,1.0
unit_139,10,Liberal_In_Between_doc8,Tony Abbott says there is a world of difference between turning boats around in Australian waters and the Australian Navy towing them back to Indonesia,in-between,,abc,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,0,0.0
unit_141,0,Liberal_Negative_doc1,We left the country with net assets of 70 billion where if we are elected on the 7th of September we inherit debt going to 400 billion,negative,,abc,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2,0.0
unit_141,1,Labor_In_Between_doc1,If you take the unaccompanied children I am their legal guardian I am in a situation where I have to substitute the level of responsibility by law that would otherwise equate to a parent,in-between,,abc,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,1,0.0
unit_141,2,Labor_Positive_doc3,Under this government the tax to GDP ratio has in the period weve been in office been an average of 227 per cent,positive,,abc,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2,-1.0
unit_141,3,DEM_TRUE_doc8,Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu,,true,politifact,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0
unit_141,5,REP_FALSE_doc8,In the last five years 28000 people have been killed along the USMexico border,,false,politifact,-2.0,2.0,2.0,1.0,2.0,1.0,-2.0,-2,1.0
unit_141,6,REP_BARELYTRUE_doc8,Since President Obama took office in January 2009 the federal government has issued more than 468500 pages of regulations,,barely-true,politifact,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0
unit_141,7,REP_HALFTRUE_doc8,Since the time of the Civil War weve made a distinction in this country between the availability and the ability to access for people who were in the military versus the rest of us to vote,,half-true,politifact,2.0,1.0,1.0,-2.0,1.0,1.0,-2.0,2,1.0
unit_141,8,DEM_MOSTLYTRUE_doc8,Attacks on Planned Parenthood come at a time when the poverty rate among women is the highest in nearly two decades and 1 in 5 women under 65 dont have access to health care,,mostly-true,politifact,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2.0
